n_focals,k_add,cond,xeu,n_p,n_a,n_t,n_fod,n_focals2,belg_size,belg_time,proper_belg,dt_ok,dt_size,dt_time,dt_max_lg,ct_ok,ct_size,ct_time,ct_max_lg,tt_ok,tt_size,tt_time,tt_max_lg
9,7,dempster,TBEU,2,2;2,3,9,9,72,0.000856,True,None,3232,0.055939,6,None,720,0.009184,4,None,72,0.001248,2,
9,7,dempster,TBEU,2,3;2,2,4,5,48,0.000840,True,None,612,0.008755,4,None,228,0.002263,3,None,48,0.000500,2,
9,7,dempster,TBEU,2,3;2,2,4,4,48,0.000724,True,None,576,0.007114,4,None,228,0.002182,3,None,48,0.000466,2,
9,7,dempster,TBEU,2,3;2,3,9,9,108,0.000776,True,None,10152,0.159373,6,None,1512,0.016706,4,None,108,0.001458,2,
9,7,dempster,TBEU,2,3;2,3,9,9,108,0.000857,True,None,10908,0.189198,6,None,1482,0.016540,4,None,108,0.001418,2,
9,7,dempster,TBEU,2,2;3,2,4,5,48,0.000721,True,None,504,0.006337,4,None,228,0.002245,3,None,48,0.000499,2,
9,7,dempster,TBEU,2,2;3,2,4,4,48,0.000738,True,None,576,0.007371,4,None,228,0.002252,3,None,48,0.000480,2,
9,7,dempster,TBEU,2,2;3,3,9,9,108,0.000816,True,None,9972,0.163112,6,None,1188,0.013561,4,None,108,0.001459,2,
9,7,dempster,TBEU,2,2;3,3,9,9,108,0.000845,True,None,8064,0.137735,6,None,1392,0.015158,4,None,108,0.001435,2,
9,7,dempster,TBEU,2,3;3,2,4,5,72,0.000758,True,None,1620,0.020230,4,None,396,0.003610,3,None,72,0.000631,2,
9,7,dempster,TBEU,2,3;3,2,4,4,72,0.000765,True,None,1296,0.017512,4,None,396,0.003568,3,None,72,0.000610,2,
9,7,dempster,TBEU,2,3;3,3,9,9,162,0.000840,True,None,26730,0.424411,6,None,2412,0.023261,4,None,162,0.001577,2,
9,7,dempster,TBEU,2,3;3,3,9,9,162,0.000819,True,None,28998,0.463519,6,None,2916,0.028379,4,None,162,0.001629,2,
9,7,dempster,TBEU,3,2;2;2,2,8,9,192,0.000868,True,None,3456,0.071892,6,None,4256,0.054989,5,None,192,0.002362,3,
9,7,dempster,TBEU,3,2;2;2,2,8,9,192,0.000883,True,None,3456,0.075081,6,None,4192,0.055853,5,None,192,0.002525,3,
9,7,dempster,TBEU,3,2;2;2,3,24,9,648,0.001349,True,None,27520,0.669421,9,None,12680,0.180156,7,None,576,0.007790,3,
9,7,dempster,TBEU,3,2;2;2,3,24,9,648,0.001287,True,None,28672,0.669344,9,None,12856,0.182726,7,None,576,0.007815,3,
9,7,dempster,TBEU,3,3;2;2,2,8,9,288,0.000849,True,None,7272,0.139589,6,None,7056,0.089606,5,None,288,0.002871,3,
9,7,dempster,TBEU,3,3;2;2,2,8,9,288,0.000879,True,None,7776,0.170390,6,None,8616,0.107865,5,None,288,0.002890,3,
9,7,dempster,TBEU,3,3;2;2,3,24,9,972,0.001323,True,None,98208,2.257951,9,None,30828,0.449135,7,None,864,0.009224,3,
9,7,dempster,TBEU,3,3;2;2,3,27,9,972,0.001325,True,None,111744,2.535951,9,None,34128,0.482064,7,None,972,0.010379,3,
9,7,dempster,TBEU,3,2;3;2,2,8,9,288,0.000848,True,None,7152,0.144653,6,None,8352,0.108922,5,None,288,0.002815,3,
9,7,dempster,TBEU,3,2;3;2,2,8,9,288,0.000866,True,None,7776,0.157400,6,None,7188,0.091575,5,None,288,0.002855,3,
9,7,dempster,TBEU,3,2;3;2,3,21,9,972,0.001281,True,None,122688,2.681793,9,None,28656,0.386245,7,None,756,0.007960,3,
9,7,dempster,TBEU,3,2;3;2,3,20,9,972,0.001280,True,None,92160,2.212565,9,None,29028,0.392292,7,None,720,0.007504,3,
9,7,dempster,TBEU,3,3;3;2,2,8,9,432,0.000873,True,None,16092,0.327084,6,None,15948,0.198530,5,None,432,0.003750,3,
9,7,dempster,TBEU,3,3;3;2,2,8,9,432,0.000923,True,None,17496,0.371718,6,None,16722,0.199615,5,None,432,0.003629,3,
9,7,dempster,TBEU,3,3;3;2,3,26,9,1458,0.001310,True,None,340200,8.075376,9,None,95544,1.463449,7,None,1404,0.012924,3,
9,7,dempster,TBEU,3,3;3;2,3,25,9,1458,0.001295,True,None,273132,6.245852,9,None,99504,1.449892,7,None,1350,0.012105,3,
9,7,dempster,TBEU,3,2;2;3,2,8,9,288,0.000884,True,None,7776,0.165125,6,None,8460,0.109856,5,None,288,0.002993,3,
9,7,dempster,TBEU,3,2;2;3,2,8,8,288,0.000919,True,None,6912,0.157188,6,None,8160,0.102581,5,None,288,0.002835,3,
9,7,dempster,TBEU,3,2;2;3,3,25,9,972,0.001310,True,None,105408,2.349268,9,None,34128,0.474486,7,None,900,0.009760,3,
9,7,dempster,TBEU,3,2;2;3,3,24,9,972,0.001298,True,None,87264,2.079390,9,None,36456,0.527563,7,None,864,0.009250,3,
9,7,dempster,TBEU,3,3;2;3,2,8,9,432,0.000859,True,None,14958,0.301277,6,None,14400,0.171977,5,None,432,0.003608,3,
9,7,dempster,TBEU,3,3;2;3,2,8,9,432,0.000838,True,None,17496,0.323787,6,None,13446,0.156209,5,None,432,0.003612,3,
9,7,dempster,TBEU,3,3;2;3,3,25,9,1458,0.001294,True,None,352836,8.238367,9,None,72864,1.006691,7,None,1350,0.012536,3,
9,7,dempster,TBEU,3,3;2;3,3,26,9,1458,0.001500,True,None,295488,7.034298,9,None,63108,0.878617,7,None,1404,0.012987,3,
9,7,dempster,TBEU,3,2;3;3,2,8,8,432,0.000990,True,None,15552,0.310536,6,None,14850,0.180360,5,None,432,0.003691,3,
9,7,dempster,TBEU,3,2;3;3,2,8,9,432,0.000918,True,None,17496,0.391502,6,None,13266,0.175243,5,None,432,0.004087,3,
9,7,dempster,TBEU,3,2;3;3,3,24,9,1458,0.001376,True,None,321408,7.441102,9,None,68112,0.936769,7,None,1296,0.011455,3,
9,7,dempster,TBEU,3,2;3;3,3,24,9,1458,0.001291,True,None,352836,8.428189,9,None,59076,0.791387,7,None,1296,0.012027,3,
9,7,dempster,TBEU,3,3;3;3,2,8,8,648,0.001051,True,None,28674,0.525841,6,None,21141,0.256007,5,None,648,0.004659,3,
9,7,dempster,TBEU,3,3;3;3,2,8,9,648,0.000893,True,None,36207,0.719267,6,None,32157,0.374975,5,None,648,0.004746,3,
9,7,dempster,TBEU,3,3;3;3,3,22,9,2187,0.001344,True,None,1095687,26.017524,9,None,175446,2.572494,7,None,1782,0.013828,3,
9,7,dempster,TBEU,3,3;3;3,3,26,9,2187,0.001398,True,None,1469664,34.640987,9,None,179415,2.744995,7,None,2106,0.017454,3,
9,8,dempster,TBEU,2,2;2,2,4,4,32,0.000797,True,None,256,0.003456,4,None,128,0.001466,3,None,32,0.000399,2,
9,8,dempster,TBEU,2,2;2,2,4,2,32,0.000777,True,None,128,0.001809,4,None,112,0.001209,3,None,32,0.000357,2,
9,8,dempster,TBEU,2,2;2,3,9,9,72,0.000772,True,None,2784,0.044047,6,None,680,0.007990,4,None,72,0.001255,2,
9,8,dempster,TBEU,2,2;2,3,9,9,72,0.000800,True,None,3232,0.058125,6,None,776,0.009084,4,None,72,0.001298,2,
9,8,dempster,TBEU,2,3;2,2,4,3,48,0.000806,True,None,432,0.005897,4,None,228,0.003110,3,None,48,0.000469,2,
9,8,dempster,TBEU,2,3;2,2,4,3,48,0.000826,True,None,432,0.005673,4,None,228,0.002191,3,None,48,0.000467,2,
9,8,dempster,TBEU,2,3;2,3,9,9,108,0.000918,True,None,9792,0.199835,6,None,1614,0.016984,4,None,108,0.001469,2,
9,8,dempster,TBEU,2,3;2,3,9,8,108,0.000902,True,None,9612,0.170056,6,None,1254,0.013308,4,None,108,0.001422,2,
9,8,dempster,TBEU,2,2;3,2,4,5,48,0.000777,True,None,630,0.007870,4,None,228,0.002345,3,None,48,0.000495,2,
9,8,dempster,TBEU,2,2;3,2,4,4,48,0.000777,True,None,576,0.006852,4,None,228,0.002211,3,None,48,0.000476,2,
9,8,dempster,TBEU,2,2;3,3,9,9,108,0.000812,True,None,8856,0.150428,6,None,1320,0.014302,4,None,108,0.001500,2,
9,8,dempster,TBEU,2,2;3,3,9,9,108,0.000883,True,None,10728,0.195954,6,None,1602,0.017534,4,None,108,0.001456,2,
9,8,dempster,TBEU,2,3;3,2,4,2,72,0.000837,True,None,405,0.005497,4,None,360,0.003100,3,None,72,0.000516,2,
9,8,dempster,TBEU,2,3;3,2,4,3,72,0.000753,True,None,972,0.012294,4,None,360,0.003163,3,None,72,0.000553,2,
9,8,dempster,TBEU,2,3;3,3,9,9,162,0.000810,True,None,39366,0.623039,6,None,2817,0.029202,4,None,162,0.001659,2,
9,8,dempster,TBEU,2,3;3,3,9,9,162,0.000866,True,None,33048,0.546597,6,None,3321,0.033657,4,None,162,0.001647,2,
9,8,dempster,TBEU,3,2;2;2,2,8,9,192,0.000920,True,None,3456,0.077955,6,None,4288,0.055777,5,None,192,0.002461,3,
9,8,dempster,TBEU,3,2;2;2,2,8,9,192,0.000909,True,None,3232,0.072503,6,None,4168,0.053851,5,None,192,0.002518,3,
9,8,dempster,TBEU,3,2;2;2,3,27,9,648,0.001372,True,None,38912,0.983859,9,None,15256,0.222733,7,None,648,0.018084,3,
9,8,dempster,TBEU,3,2;2;2,3,25,9,648,0.002694,True,None,33792,0.946279,9,None,20608,0.300181,7,None,600,0.008629,3,
9,8,dempster,TBEU,3,3;2;2,2,8,9,288,0.001093,True,None,7776,0.178946,6,None,11400,0.146772,5,None,288,0.003005,3,
9,8,dempster,TBEU,3,3;2;2,2,8,9,288,0.000925,True,None,7272,0.161765,6,None,9576,0.123908,5,None,288,0.002951,3,
9,8,dempster,TBEU,3,3;2;2,3,26,9,972,0.001404,True,None,118080,3.130315,9,None,35304,0.512914,7,None,936,0.013411,3,
9,8,dempster,TBEU,3,3;2;2,3,27,9,972,0.001417,True,None,100512,2.731969,9,None,46944,0.745744,7,None,972,0.010903,3,
9,8,dempster,TBEU,3,2;3;2,2,8,9,288,0.000929,True,None,7776,0.188006,6,None,9180,0.123228,5,None,288,0.002994,3,
9,8,dempster,TBEU,3,2;3;2,2,8,9,288,0.000933,True,None,7776,0.170532,6,None,9180,0.118429,5,None,288,0.002940,3,
9,8,dempster,TBEU,3,2;3;2,3,26,9,972,0.001431,True,None,105408,2.885129,9,None,45144,0.738326,7,None,936,0.010528,3,
9,8,dempster,TBEU,3,2;3;2,3,27,9,972,0.001403,True,None,139968,3.787909,9,None,45060,0.652406,7,None,972,0.011182,3,
9,8,dempster,TBEU,3,3;3;2,2,8,9,432,0.000971,True,None,17496,0.421355,6,None,18882,0.241649,5,None,432,0.003625,3,
9,8,dempster,TBEU,3,3;3;2,2,8,9,432,0.000904,True,None,16092,0.378613,6,None,17280,0.215853,5,None,432,0.003720,3,
9,8,dempster,TBEU,3,3;3;2,3,24,9,1458,0.001415,True,None,472392,12.173541,9,None,90450,1.333895,7,None,1296,0.012014,3,
9,8,dempster,TBEU,3,3;3;2,3,26,9,1458,0.001356,True,None,406296,10.502918,9,None,99036,1.437152,7,None,1404,0.013341,3,
9,8,dempster,TBEU,3,2;2;3,2,8,9,288,0.000984,True,None,7776,0.198538,6,None,9060,0.120573,5,None,288,0.003250,3,
9,8,dempster,TBEU,3,2;2;3,2,8,9,288,0.000936,True,None,7776,0.186203,6,None,9120,0.115752,5,None,288,0.002949,3,
9,8,dempster,TBEU,3,2;2;3,3,27,9,972,0.001386,True,None,127440,3.415626,9,None,42156,0.626158,7,None,972,0.010931,3,
9,8,dempster,TBEU,3,2;2;3,3,25,9,972,0.001349,True,None,101520,2.711105,9,None,43068,0.605969,7,None,900,0.010113,3,
9,8,dempster,TBEU,3,3;2;3,2,8,9,432,0.001003,True,None,17496,0.399660,6,None,19764,0.251616,5,None,432,0.003682,3,
9,8,dempster,TBEU,3,3;2;3,2,8,9,432,0.000893,True,None,17496,0.373511,6,None,15012,0.181464,5,None,432,0.003752,3,
9,8,dempster,TBEU,3,3;2;3,3,25,9,1458,0.001331,True,None,406296,10.197967,9,None,101412,1.516317,7,None,1350,0.012579,3,
9,8,dempster,TBEU,3,3;2;3,3,23,9,1458,0.001386,True,None,397548,10.527989,9,None,92196,1.463282,7,None,1242,0.011335,3,
9,8,dempster,TBEU,3,2;3;3,2,8,9,432,0.000907,True,None,17496,0.376030,6,None,16218,0.204825,5,None,432,0.003781,3,
9,8,dempster,TBEU,3,2;3;3,2,8,9,432,0.000928,True,None,17496,0.375953,6,None,13698,0.183482,5,None,432,0.003747,3,
9,8,dempster,TBEU,3,2;3;3,3,26,9,1458,0.001367,True,None,232308,6.266458,9,None,90216,1.366353,7,None,1404,0.012611,3,
9,8,dempster,TBEU,3,2;3;3,3,25,9,1458,0.001503,True,None,340200,8.692141,9,None,100530,1.449277,7,None,1350,0.012158,3,
9,8,dempster,TBEU,3,3;3;3,2,8,9,648,0.001001,True,None,39366,0.928391,6,None,35478,0.444121,5,None,648,0.004862,3,
9,8,dempster,TBEU,3,3;3;3,2,8,8,648,0.000929,True,None,31833,0.646015,6,None,25272,0.325318,5,None,648,0.004775,3,
9,8,dempster,TBEU,3,3;3;3,3,26,9,2187,0.001395,True,None,1594323,40.466535,9,None,243648,3.703944,7,None,2106,0.017020,3,
9,8,dempster,TBEU,3,3;3;3,3,25,9,2187,0.001362,True,None,1594323,37.648742,9,None,194076,2.705777,7,None,2025,0.016968,3,
9,9,dempster,TBEU,2,2;2,2,4,2,32,0.000857,True,None,128,0.001743,4,None,112,0.001251,3,None,32,0.000331,2,
9,9,dempster,TBEU,2,2;2,2,4,3,32,0.000741,True,None,192,0.002518,4,None,128,0.001482,3,None,32,0.000352,2,
9,9,dempster,TBEU,2,2;2,3,9,9,72,0.000797,True,None,3456,0.055333,6,None,792,0.009210,4,None,72,0.001329,2,
9,9,dempster,TBEU,2,2;2,3,9,9,72,0.000825,True,None,3232,0.058926,6,None,784,0.009268,4,None,72,0.001220,2,
9,9,dempster,TBEU,2,3;2,2,4,4,48,0.000762,True,None,576,0.006833,4,None,228,0.002255,3,None,48,0.000501,2,
9,9,dempster,TBEU,2,3;2,2,4,4,48,0.000752,True,None,576,0.007118,4,None,228,0.002236,3,None,48,0.000482,2,
9,9,dempster,TBEU,2,3;2,3,9,9,108,0.000893,True,None,10728,0.208532,6,None,1680,0.018260,4,None,108,0.001455,2,
9,9,dempster,TBEU,2,3;2,3,9,9,108,0.000906,True,None,10908,0.208674,6,None,1614,0.017642,4,None,108,0.001464,2,
9,9,dempster,TBEU,2,2;3,2,4,2,48,0.000844,True,None,288,0.003869,4,None,204,0.001924,3,None,48,0.000426,2,
9,9,dempster,TBEU,2,2;3,2,4,2,48,0.000814,True,None,288,0.003865,4,None,204,0.001919,3,None,48,0.000424,2,
9,9,dempster,TBEU,2,2;3,3,9,9,108,0.000863,True,None,10728,0.197253,6,None,1704,0.018192,4,None,108,0.001453,2,
9,9,dempster,TBEU,2,2;3,3,9,9,108,0.000880,True,None,10728,0.189871,6,None,1512,0.016471,4,None,108,0.001452,2,
9,9,dempster,TBEU,2,3;3,2,4,3,72,0.000821,True,None,972,0.012272,4,None,396,0.003406,3,None,72,0.000556,2,
9,9,dempster,TBEU,2,3;3,2,4,1,72,0.000836,True,None,324,0.004744,4,None,324,0.002830,3,None,72,0.000507,2,
9,9,dempster,TBEU,2,3;3,3,9,9,162,0.000870,True,None,39366,0.740710,6,None,3303,0.032441,4,None,162,0.001673,2,
9,9,dempster,TBEU,2,3;3,3,9,9,162,0.000859,True,None,36207,0.641327,6,None,3249,0.032298,4,None,162,0.001633,2,
9,9,dempster,TBEU,3,2;2;2,2,8,9,192,0.000923,True,None,3456,0.075767,6,None,5616,0.071876,5,None,192,0.002422,3,
9,9,dempster,TBEU,3,2;2;2,2,8,9,192,0.000932,True,None,3456,0.078111,6,None,5168,0.067623,5,None,192,0.002461,3,
9,9,dempster,TBEU,3,2;2;2,3,24,9,648,0.001449,True,None,38912,1.154629,9,None,26120,0.425620,7,None,576,0.007939,3,
9,9,dempster,TBEU,3,2;2;2,3,27,9,648,0.001401,True,None,41472,1.149788,9,None,20472,0.319957,7,None,648,0.009697,3,
9,9,dempster,TBEU,3,3;2;2,2,8,8,288,0.001019,True,None,6912,0.162966,6,None,8400,0.109982,5,None,288,0.002832,3,
9,9,dempster,TBEU,3,3;2;2,2,8,9,288,0.000961,True,None,7776,0.186711,6,None,10212,0.130969,5,None,288,0.002945,3,
9,9,dempster,TBEU,3,3;2;2,3,26,9,972,0.001367,True,None,104256,2.786499,9,None,46656,0.673099,7,None,936,0.010304,3,
9,9,dempster,TBEU,3,3;2;2,3,26,9,972,0.001429,True,None,139968,3.789980,9,None,50064,0.740265,7,None,936,0.010285,3,
9,9,dempster,TBEU,3,2;3;2,2,8,8,288,0.001029,True,None,6912,0.168501,6,None,8988,0.117943,5,None,288,0.002868,3,
9,9,dempster,TBEU,3,2;3;2,2,8,8,288,0.000994,True,None,6912,0.167938,6,None,9048,0.119637,5,None,288,0.002854,3,
9,9,dempster,TBEU,3,2;3;2,3,26,9,972,0.001399,True,None,129024,3.341511,9,None,41736,0.596982,7,None,936,0.010297,3,
9,9,dempster,TBEU,3,2;3;2,3,24,9,972,0.001417,True,None,122688,3.475345,9,None,50616,0.743854,7,None,864,0.009415,3,
9,9,dempster,TBEU,3,3;3;2,2,8,9,432,0.000948,True,None,17496,0.409270,6,None,18810,0.238934,5,None,432,0.003626,3,
9,9,dempster,TBEU,3,3;3;2,2,8,8,432,0.000961,True,None,15552,0.335477,6,None,17676,0.219547,5,None,432,0.003564,3,
9,9,dempster,TBEU,3,3;3;2,3,24,9,1458,0.001428,True,None,377136,10.782945,9,None,110790,1.755842,7,None,1296,0.012068,3,
9,9,dempster,TBEU,3,3;3;2,3,25,9,1458,0.001395,True,None,398520,10.910436,9,None,101754,1.509960,7,None,1350,0.012304,3,
9,9,dempster,TBEU,3,2;2;3,2,8,9,288,0.000932,True,None,7776,0.183158,6,None,9744,0.120287,5,None,288,0.002898,3,
9,9,dempster,TBEU,3,2;2;3,2,8,8,288,0.000962,True,None,6912,0.154359,6,None,8940,0.113401,5,None,288,0.002815,3,
9,9,dempster,TBEU,3,2;2;3,3,26,9,972,0.001472,True,None,131328,3.604388,9,None,52668,0.782868,7,None,936,0.010544,3,
9,9,dempster,TBEU,3,2;2;3,3,26,9,972,0.001418,True,None,131328,3.692571,9,None,60096,0.912560,7,None,936,0.010372,3,
9,9,dempster,TBEU,3,3;2;3,2,8,9,432,0.000937,True,None,17496,0.424143,6,None,17316,0.218881,5,None,432,0.003847,3,
9,9,dempster,TBEU,3,3;2;3,2,8,9,432,0.000920,True,None,17496,0.412382,6,None,17712,0.223828,5,None,432,0.003652,3,
9,9,dempster,TBEU,3,3;2;3,3,27,9,1458,0.001569,True,None,435456,12.345424,9,None,142110,2.341064,7,None,1458,0.014752,3,
9,9,dempster,TBEU,3,3;2;3,3,25,9,1458,0.001529,True,None,443232,12.107756,9,None,111150,1.736617,7,None,1350,0.012433,3,
9,9,dempster,TBEU,3,2;3;3,2,8,9,432,0.000966,True,None,17496,0.387431,6,None,20106,0.247061,5,None,432,0.003680,3,
9,9,dempster,TBEU,3,2;3;3,2,8,7,432,0.001009,True,None,13608,0.310852,6,None,17280,0.216680,5,None,432,0.005665,3,
9,9,dempster,TBEU,3,2;3;3,3,23,9,1458,0.001397,True,None,406296,10.946373,9,None,109404,1.681936,7,None,1242,0.011495,3,
9,9,dempster,TBEU,3,2;3;3,3,26,9,1458,0.001538,True,None,435456,12.467367,9,None,128574,2.002470,7,None,1404,0.013123,3,
9,9,dempster,TBEU,3,3;3;3,2,8,7,648,0.001210,True,None,30618,0.769419,6,None,35316,0.448362,5,None,648,0.004604,3,
9,9,dempster,TBEU,3,3;3;3,2,8,9,648,0.000945,True,None,39366,0.886379,6,None,32562,0.399329,5,None,648,0.004760,3,
9,9,dempster,TBEU,3,3;3;3,3,27,9,2187,0.001375,True,None,1345005,37.272321,9,None,315738,5.031231,7,None,2187,0.017864,3,
9,9,dempster,TBEU,3,3;3;3,3,25,9,2187,0.001412,True,None,1220346,32.651570,9,None,249642,3.736681,7,None,2025,0.015966,3,
9,10,dempster,TBEU,2,2;2,2,4,1,32,0.000960,True,None,64,0.001001,4,None,96,0.001033,3,None,32,0.000299,2,
9,10,dempster,TBEU,2,2;2,2,4,3,32,0.000796,True,None,192,0.002568,4,None,128,0.001386,3,None,32,0.000417,2,
9,10,dempster,TBEU,2,2;2,3,9,8,72,0.000886,True,None,3072,0.057007,6,None,736,0.009085,4,None,72,0.001301,2,
9,10,dempster,TBEU,2,2;2,3,9,9,72,0.000868,True,None,3456,0.067127,6,None,800,0.009379,4,None,72,0.001313,2,
9,10,dempster,TBEU,2,3;2,2,4,4,48,0.000732,True,None,576,0.007067,4,None,228,0.002161,3,None,48,0.000456,2,
9,10,dempster,TBEU,2,3;2,2,4,2,48,0.000774,True,None,288,0.003819,4,None,204,0.003168,3,None,48,0.000764,2,
9,10,dempster,TBEU,2,3;2,3,9,9,108,0.001599,True,None,11664,0.204216,6,None,1524,0.015771,4,None,108,0.001429,2,
9,10,dempster,TBEU,2,3;2,3,9,9,108,0.000889,True,None,9216,0.174382,6,None,1602,0.019344,4,None,108,0.001483,2,
9,10,dempster,TBEU,2,2;3,2,4,2,48,0.000901,True,None,288,0.003887,4,None,204,0.001828,3,None,48,0.000402,2,
9,10,dempster,TBEU,2,2;3,2,4,3,48,0.000839,True,None,432,0.005452,4,None,204,0.002007,3,None,48,0.000428,2,
9,10,dempster,TBEU,2,2;3,3,9,9,108,0.000890,True,None,11664,0.215741,6,None,1728,0.018131,4,None,108,0.001464,2,
9,10,dempster,TBEU,2,2;3,3,9,9,108,0.000904,True,None,9972,0.173969,6,None,1620,0.016669,4,None,108,0.001418,2,
9,10,dempster,TBEU,2,3;3,2,4,2,72,0.000804,True,None,648,0.008575,4,None,360,0.003142,3,None,72,0.000548,2,
9,10,dempster,TBEU,2,3;3,2,4,3,72,0.000787,True,None,972,0.011933,4,None,396,0.003326,3,None,72,0.000549,2,
9,10,dempster,TBEU,2,3;3,3,9,9,162,0.000874,True,None,36207,0.666290,6,None,3222,0.032098,4,None,162,0.001701,2,
9,10,dempster,TBEU,2,3;3,3,9,9,162,0.000932,True,None,39366,0.765795,6,None,3285,0.032788,4,None,162,0.001787,2,
9,10,dempster,TBEU,3,2;2;2,2,8,8,192,0.001041,True,None,2848,0.074609,6,None,4400,0.060874,5,None,192,0.002362,3,
9,10,dempster,TBEU,3,2;2;2,2,8,9,192,0.000980,True,None,3456,0.082744,6,None,4456,0.061573,5,None,192,0.002623,3,
9,10,dempster,TBEU,3,2;2;2,3,27,9,648,0.001441,True,None,38912,1.195333,9,None,29288,0.461538,7,None,648,0.009131,3,
9,10,dempster,TBEU,3,2;2;2,3,25,9,648,0.001472,True,None,38912,1.147162,9,None,21816,0.345515,7,None,600,0.008542,3,
9,10,dempster,TBEU,3,3;2;2,2,8,8,288,0.001051,True,None,6912,0.156599,6,None,7464,0.095384,5,None,288,0.002851,3,
9,10,dempster,TBEU,3,3;2;2,2,8,9,288,0.000949,True,None,7776,0.180690,6,None,8952,0.112874,5,None,288,0.002894,3,
9,10,dempster,TBEU,3,3;2;2,3,26,9,972,0.001492,True,None,122688,3.575835,9,None,54048,0.867725,7,None,936,0.010438,3,
9,10,dempster,TBEU,3,3;2;2,3,26,9,972,0.001535,True,None,139968,4.181578,9,None,61872,0.993887,7,None,936,0.010639,3,
9,10,dempster,TBEU,3,2;3;2,2,8,9,288,0.000988,True,None,7272,0.176259,6,None,7920,0.106194,5,None,288,0.002881,3,
9,10,dempster,TBEU,3,2;3;2,2,8,8,288,0.001031,True,None,6912,0.170500,6,None,8580,0.116750,5,None,288,0.002785,3,
9,10,dempster,TBEU,3,2;3;2,3,25,9,972,0.001453,True,None,122688,3.646551,9,None,60156,0.998226,7,None,900,0.010061,3,
9,10,dempster,TBEU,3,2;3;2,3,26,9,972,0.001469,True,None,120384,3.585792,9,None,54264,0.875773,7,None,936,0.010635,3,
9,10,dempster,TBEU,3,3;3;2,2,8,9,432,0.001004,True,None,17496,0.414925,6,None,16254,0.212217,5,None,432,0.003738,3,
9,10,dempster,TBEU,3,3;3;2,2,8,8,432,0.001013,True,None,15552,0.388511,6,None,18468,0.240021,5,None,432,0.003723,3,
9,10,dempster,TBEU,3,3;3;2,3,26,9,1458,0.001512,True,None,472392,14.611919,9,None,159840,2.636046,7,None,1404,0.013096,3,
9,10,dempster,TBEU,3,3;3;2,3,27,9,1458,0.001498,True,None,369360,10.711802,9,None,118926,1.965403,7,None,1458,0.013464,3,
9,10,dempster,TBEU,3,2;2;3,2,8,8,288,0.001026,True,None,6912,0.171187,6,None,8532,0.113799,5,None,288,0.002939,3,
9,10,dempster,TBEU,3,2;2;3,2,8,8,288,0.001022,True,None,6912,0.155038,6,None,8568,0.110425,5,None,288,0.002877,3,
9,10,dempster,TBEU,3,2;2;3,3,26,9,972,0.001466,True,None,139968,4.236763,9,None,63648,0.998391,7,None,936,0.010592,3,
9,10,dempster,TBEU,3,2;2;3,3,27,9,972,0.001475,True,None,139968,4.281451,9,None,67728,1.062128,7,None,972,0.011106,3,
9,10,dempster,TBEU,3,3;2;3,2,8,8,432,0.001018,True,None,15552,0.403524,6,None,15696,0.208999,5,None,432,0.003678,3,
9,10,dempster,TBEU,3,3;2;3,2,8,7,432,0.001056,True,None,13608,0.331757,6,None,14274,0.192317,5,None,432,0.003545,3,
9,10,dempster,TBEU,3,3;2;3,3,26,9,1458,0.001470,True,None,406296,11.799119,9,None,130680,2.083853,7,None,1404,0.013639,3,
9,10,dempster,TBEU,3,3;2;3,3,27,9,1458,0.001725,True,None,406296,12.873041,9,None,164790,2.717731,7,None,1458,0.013857,3,
9,10,dempster,TBEU,3,2;3;3,2,8,9,432,0.000989,True,None,17496,0.433472,6,None,19404,0.258088,5,None,432,0.003672,3,
9,10,dempster,TBEU,3,2;3;3,2,8,8,432,0.001298,True,None,15552,0.369365,6,None,20124,0.258631,5,None,432,0.003680,3,
9,10,dempster,TBEU,3,2;3;3,3,24,9,1458,0.001466,True,None,389772,11.504390,9,None,131598,2.044381,7,None,1296,0.012235,3,
9,10,dempster,TBEU,3,2;3;3,3,26,9,1458,0.001647,True,None,406296,12.554865,9,None,138744,2.279960,7,None,1404,0.013403,3,
9,10,dempster,TBEU,3,3;3;3,2,8,9,648,0.000986,True,None,39366,0.945726,6,None,37017,0.466788,5,None,648,0.004888,3,
9,10,dempster,TBEU,3,3;3;3,2,8,9,648,0.000971,True,None,39366,0.975127,6,None,31752,0.410575,5,None,648,0.004829,3,
9,10,dempster,TBEU,3,3;3;3,3,27,9,2187,0.001469,True,None,1469664,44.429063,9,None,315738,5.369132,7,None,2187,0.018195,3,
9,10,dempster,TBEU,3,3;3;3,3,27,9,2187,0.001411,True,None,1594323,45.008754,9,None,297675,4.618612,7,None,2187,0.018228,3,
10,2,dempster,TBEU,2,2;2,2,4,6,32,0.000679,True,None,136,0.001503,4,None,80,0.001080,3,None,32,0.000387,2,
10,2,dempster,TBEU,2,2;2,2,4,6,32,0.000555,True,None,208,0.002276,4,None,104,0.001273,3,None,32,0.000391,2,
10,2,dempster,TBEU,2,2;2,3,9,10,72,0.000605,True,None,336,0.003424,4,None,120,0.001494,3,None,72,0.001018,2,
10,2,dempster,TBEU,2,2;2,3,8,10,72,0.000585,True,None,344,0.003636,4,None,208,0.002325,3,None,64,0.000926,2,
10,2,dempster,TBEU,2,3;2,2,4,7,48,0.000512,True,None,414,0.003834,4,None,138,0.001452,3,None,48,0.000462,2,
